match_id,referee_id
435943,11585
435944,11605
435945,11309
435946,11556
435947,11494
435948,11327
435949,11423
435950,11446
435951,11580
435952,11430
435959,11309
435955,11317
435956,11620
435962,11423
435960,11605
435958,11446
435953,11580
435961,11327
435954,11556
435968,11446
435963,11396
435969,11585
435970,11494
435964,11520
435965,11309
435966,11580
435972,23568
435967,11405
435971,11327
435980,11520
435982,11423
435974,193220
435976,11469
435977,11396
435981,11605
435975,11494
435978,11446
435979,11430
435973,11580
435992,11605
435984,11469
435986,11405
435987,23568
435990,11309
435991,11423
435988,11585
435983,11556
435985,11430
435989,11446
435998,11520
436000,213800
436001,11580
435994,11605
435996,11378
435993,11446
435995,11327
435997,23568
435999,11443
436002,11494
436004,11423
436003,11405
436005,11580
436007,11443
436008,11620
436011,11503
436012,11585
436010,11430
436009,11520
436006,11396
435957,11309
436019,11327
436015,11494
436017,11556
436018,213813
436020,193220
436016,11585
436014,11580
436021,11309
436022,11446
436013,11605
436027,11585
436023,11520
436025,213800
436028,11446
436029,11396
436030,213813
436026,11443
436031,11605
436024,11556
436032,11580
436038,11423
436037,11430
436033,213813
436034,11396
436042,11580
436041,11494
436035,11327
436036,11405
436039,11443
436040,11520
436046,11327
436043,11620
436044,11309
436045,11396
436048,11585
436051,11446
436049,11494
436050,23568
436047,11423
436052,11605
436062,11396
436054,11605
436058,213813
436060,11503
436053,11443
436055,11430
436056,11327
436059,11520
436061,11405
436057,11580
436068,11443
436064,213813
436067,23568
436069,11430
436070,11580
436071,193220
436063,11396
436072,11446
436065,11327
436066,11405
436074,11309
436075,11580
436076,11443
436081,11520
436080,11446
436073,11620
436077,11585
436078,11494
436082,11605
436079,11430
436090,23568
436087,213813
436084,11309
436086,213800
436088,11430
436091,11585
436083,11327
436092,11443
436085,11396
436089,11405
436095,11423
436094,11430
436099,11309
436100,11494
436102,213813
436093,23568
436096,11605
436097,11520
436098,11396
436101,11443
436111,23568
436107,11423
436109,11520
436110,213813
436106,11580
436104,11396
436105,11556
436112,11443
436108,11605
436114,11327
436113,11580
436121,11430
436115,80758
436117,11469
436119,11446
436120,11494
436116,11443
436122,11556
436131,11443
436123,11396
436132,11635
436127,11520
436130,11585
436125,11423
436128,11405
436129,11327
436126,23568
436124,11605
436137,11520
436133,11494
436134,11446
436138,11556
436142,11620
436139,11396
436135,11309
436140,11430
436136,11580
436141,213813
436147,11378
436148,11580
436151,11443
436149,11556
436150,11327
436144,11520
436145,11469
436152,11405
436143,193220
436146,11585
436153,11430
436155,11446
436156,11620
436157,11378
436158,11327
436159,11556
436161,213813
436162,11520
436154,11396
436160,23568
436169,11605
436166,11430
436167,11317
436171,11620
436172,11520
436163,80758
436168,11396
436170,11423
436164,11580
436165,23568
436178,11327
436175,11469
436176,11396
436177,11443
436180,213813
436182,11430
436179,11580
436181,11585
436173,11446
436174,11605
436183,11605
436184,23568
436186,81840
436189,11405
436190,11620
436192,11580
436188,11423
436191,11494
436187,11556
436185,11520
436118,11469
436199,11423
436195,213813
436196,11378
436198,81840
436200,11605
436193,23568
436194,11520
436202,11317
436201,11430
436203,23568
436205,11585
436206,11430
436209,11396
436210,11520
436212,11327
436207,11605
436204,11556
436208,11423
436211,213813
436220,11430
436213,11580
436218,150766
436222,11378
436214,11446
436215,11443
436216,11405
436221,11469
436219,11605
436217,11327
436103,11635
436225,11317
436229,11469
436228,11446
436231,23568
436239,11446
436233,213813
436236,11469
436240,11443
436241,11396
436242,23568
436234,11520
436235,11430
436237,11556
436238,11580
436247,11605
436250,11378
436243,11503
436246,11620
436248,11327
436244,11585
436245,193220
436252,11469
436251,11494
436249,23568
436255,11520
436253,11405
436256,11605
436257,11635
436258,11423
436262,11378
436254,11327
436259,11580
436260,11446
436261,11430
436270,11396
436265,213813
436266,11430
436269,11327
436271,11585
436263,11378
436268,11443
436272,11494
436264,11556
436267,11520
436278,23568
436280,11423
436282,11520
436276,11580
436273,11396
436275,11503
436277,11585
436223,11430
436232,11494
436226,11620
436227,11423
436230,11405
436224,23568
436291,11580
436286,11494
436287,11327
436288,11378
436292,11556
436285,11469
436284,11585
436283,11520
436290,11605
436289,11430
436197,11446
436300,11396
436293,11556
436294,11503
436296,11580
436302,11443
436301,11585
436295,11446
436297,193220
436299,11520
436298,23568
436306,11580
436303,11626
436305,11494
436308,11469
436310,23568
436311,11605
436312,11620
436309,11378
436307,11520
436304,11430
436281,11443
436274,11405
436279,11446
436313,11605
436314,11430
436315,11585
436316,11503
436317,11580
436318,11317
436319,11443
436320,11626
436321,11327
436322,193220
444255,57836
444256,57868
444257,57842
444258,57878
444260,57882
444261,57762
444259,57837
444263,11018
444262,215611
444254,11002
444266,206189
444271,11068
444267,11065
444270,11043
444265,212567
444268,11060
444269,11119
444272,11280
444273,11029
444264,10985
444281,11039
444280,11018
444275,11116
444283,11079
444274,57868
444279,57878
444277,57762
444282,11053
444276,57842
444278,57836
444290,10977
444289,57826
444287,10985
444284,11065
444286,57794
444291,11119
444285,11002
444292,206189
444293,11280
444288,10980
444300,11039
444298,11018
444299,57762
444301,57878
444297,11006
444296,57868
444294,57882
444303,11053
444295,57842
444302,11079
444310,11280
444304,10980
444305,11018
444308,57837
444309,57836
444311,10985
444313,11072
444306,11129
444312,207664
444307,11116
444317,11002
444318,11029
444320,11006
444315,10977
444323,11043
444314,11053
444319,57762
444321,57764
444322,57882
444316,11060
444325,10985
444331,206189
444328,11079
444329,11018
444327,11039
444332,57836
444326,212567
444330,11116
444324,57826
444333,10980
444337,11006
444342,57762
444341,11060
444339,57842
444335,11065
444340,11053
444334,11119
444338,11043
444343,97887
444336,57837
444346,11029
444353,11280
444350,11068
444348,57882
444344,11002
444351,57794
444347,10977
444352,11116
444345,57836
444349,57868
444355,10980
444362,11018
444354,57826
444360,206189
444359,97848
444356,11079
444361,57878
444357,11053
444358,11072
444363,212567
444372,11084
444365,11116
444369,11006
444367,11039
444370,11065
444371,57794
444364,10977
444373,11068
444368,11029
444366,57837
444383,57794
444374,11043
444381,11060
444376,57762
444377,57826
444378,57764
444382,57836
444380,11079
444379,10980
444375,57878
444389,10985
444385,11068
444386,57837
444388,57762
444387,11065
444384,97887
444393,10977
444391,57868
444390,11029
444392,11039
444400,11116
444398,57842
444394,10980
444399,11060
444397,57836
444401,97848
444403,57826
444402,11018
444396,57878
444395,11043
444407,11029
444409,57764
444411,57868
444412,11119
444410,11068
444406,212567
444413,11072
444405,11079
444408,10977
444404,57882
444422,11079
444415,57762
444419,206189
444421,11065
444416,11043
444423,10985
444414,11018
444417,11116
444418,57868
444420,57878
444426,10980
444432,11060
444427,11065
444430,57882
444424,11072
444425,10977
444433,11116
444428,11043
444431,11119
444429,57826
444434,57878
444437,11039
444436,212567
444438,11029
444441,11006
444435,10980
444442,11043
444443,206189
444440,11079
444439,11068
444447,11280
444453,11119
444448,11065
444452,11018
444450,212567
444445,11072
444446,11002
444451,11079
444444,57794
444449,11039
444459,206189
444463,10977
444456,57837
444455,11280
444460,11116
444458,11065
444465,57878
444464,11039
444469,11119
444471,11029
444467,11002
444468,10980
444472,11072
444470,11116
444466,11068
444473,11060
444479,11280
444476,57882
444483,57794
444477,11002
444475,206189
444482,11053
444480,11039
444474,11079
444478,10977
444481,57868
444492,11043
444485,11060
444491,11079
444493,10980
444486,57882
444484,11072
444490,11029
444487,57878
444489,11065
444488,11006
444454,11053
444502,57842
444498,11039
444501,206189
444497,11060
444494,57794
444499,10977
444495,11002
444503,11043
444496,11280
444500,57878
444462,10980
444504,11006
444513,11068
444512,10985
444507,11129
444508,11018
444505,11002
444509,11065
444510,11116
444511,206189
444506,11079
444461,11053
444457,57878
444519,11060
444523,11072
444520,11039
444522,57762
444517,10977
444515,11018
444516,11079
444514,10980
444521,11043
444518,57842
444532,11116
444525,11129
444533,10980
444524,11002
444527,57882
444530,11053
444531,206189
444528,11079
444526,11029
444529,11068
444535,10985
444540,57868
444543,57878
444542,10977
444536,11018
444539,11280
444537,11043
444541,11072
444538,10980
444551,11002
444547,206189
444553,11068
444549,57878
444546,10977
444544,57882
444545,11065
444552,10985
444550,57868
444548,57837
444562,57826
444559,57836
444561,11079
444555,11029
444556,11116
444560,11065
444554,11018
444557,11072
444558,10980
444563,11039
444568,57764
444569,11043
444572,10977
444565,10980
444570,10985
444571,11029
444567,11129
444566,145272
444564,206189
444576,57882
444574,11039
444575,11072
444577,11079
444582,11065
444583,11018
444581,57762
444579,11280
444580,10977
444578,57878
444573,11002
444587,11129
444592,11087
444590,11043
444591,11029
444589,212567
444585,206189
444584,10985
444593,57826
444586,57868
444588,57837
444602,57826
444598,11002
444601,57762
444594,57868
444595,11065
444596,11018
444597,57794
444599,57878
444600,57882
444603,11068
444606,11280
444613,11002
444612,57826
444610,11068
444607,11043
444608,11119
444609,11087
444604,11079
444611,11029
444605,57764
444615,57762
444617,11018
444622,57882
444621,11065
444618,10985
444623,11116
444616,206189
444619,11072
444620,11060
444614,57842
444625,57794
444628,11087
444630,212567
444632,145272
444624,57826
444633,57837
444626,11029
444627,11065
444629,57764
444631,97887
444534,206189
444534,11116
438482,80747
438479,207080
438481,214213
438483,56995
438474,206211
438476,206206
438480,207048
438478,207113
438477,57930
438475,207133
438491,80747
438490,215462
438492,207048
438493,207080
438485,206223
438488,215559
438487,215569
438484,15628
438486,206215
438489,206206
438503,206215
438495,57930
438496,56995
438498,214213
438499,206211
438501,206208
438500,207133
438494,207113
438497,206203
438502,206223
438508,207133
438513,15628
438512,215462
438511,207105
438507,206206
438505,215569
438509,217698
438510,215559
438506,207048
438522,56995
438514,206215
438520,206211
438515,206223
438516,207080
438517,206208
438521,214213
438519,206203
438523,207113
438518,57930
438527,215569
438529,206206
438526,215462
438528,207105
438532,217698
438531,207133
438530,215559
438533,15628
438525,207048
438524,80747
438539,206215
438542,215569
438534,57930
438541,207080
438543,206223
438537,214213
438540,206208
438536,207113
438538,56995
438535,206203
438547,207048
438548,217698
438550,207105
438549,207133
438551,206211
438552,206206
438546,215559
438544,215462
438545,15628
438553,80747
438554,56995
438558,206203
438563,206215
438562,214213
438560,57930
438561,215569
438555,206223
438556,207080
438557,206208
438559,207113
438564,217698
438572,215559
438567,207113
438569,15628
438565,206215
438573,215462
438568,207048
438571,206211
438566,206203
438570,206206
438579,57930
438583,214213
438577,206211
438582,206206
438578,207113
438576,207080
438581,217698
438574,215559
438575,215569
438580,215462
438593,207105
438585,206223
438584,207048
438586,206208
438592,80747
438587,207133
438589,56995
438590,206215
438591,206203
438588,15628
438594,207133
438600,206206
438603,57930
438596,215559
438598,215569
438602,207080
438597,217698
438599,206211
438595,214213
438606,80747
438612,206223
438610,207113
438608,206208
438604,206203
438611,15628
438613,207048
438607,206215
438605,56995
438609,207105
438601,215462
438623,217698
438618,215462
438614,214213
438621,206206
438615,207133
438620,215559
438622,215569
438619,57930
438617,207080
438616,206211
438629,206215
438626,206223
438625,207113
438631,207105
438633,80747
438624,15628
438628,206203
438627,57930
438630,207048
438632,56995
438635,215462
438636,207080
438634,206211
438638,207133
438639,207048
438642,206206
438641,217698
438643,215569
438640,215559
438637,214213
438652,80747
438645,206223
438650,217698
438648,206215
438644,206203
438651,207113
438646,15628
438649,215462
438647,57930
438653,207105
438656,215559
438662,56995
438660,206211
438658,207133
438655,207048
438661,215569
438657,206208
438654,207113
438659,207080
438663,206206
438670,206208
438673,215462
438671,56995
438664,206223
438666,206215
438672,217698
438668,57930
438677,215569
438682,207105
438681,207048
438680,207133
438676,215559
438675,207080
438683,214213
438674,206211
438678,206206
438679,206203
438692,207048
438691,206208
438693,207113
438686,206223
438690,215462
438685,207105
438687,217698
438689,206215
438684,15628
438688,56995
438667,215559
438665,207113
438669,15628
438694,215559
438700,215569
438699,217698
438697,206203
438698,206211
438701,206206
438696,80747
438695,207133
438703,207080
438702,214213
438706,15628
438704,207105
438711,57930
438710,206203
438713,206215
438707,206208
438709,206223
438708,215462
438705,207048
438712,56995
438721,80747
438715,215559
438717,214213
438718,207133
438720,207113
438722,215569
438719,206211
438723,206206
438716,217698
438714,207080
438731,215462
438726,215569
438725,56995
438732,80747
438727,207048
438724,206215
438733,206223
438730,57930
438728,15628
438737,207080
438739,217698
438742,80747
438738,206206
438740,206211
438741,207133
438735,207113
438743,214213
438734,206208
438736,215559
438746,215462
438750,207133
438747,206206
438749,206203
438748,217698
438745,206223
438753,207048
438751,207105
438744,206208
438752,15628
438762,207113
438761,15628
438756,206203
438757,206223
438754,215569
438758,214213
438759,215559
438763,56995
438760,207133
438755,207080
438767,206215
438768,215462
438773,206206
438770,207048
438766,217698
438764,206208
438769,206211
438765,214213
438772,80747
438771,207105
438729,206208
438776,206203
438775,15628
438780,215559
438781,207080
438778,207133
438783,215569
438779,56995
438774,206215
438782,57930
438777,206223
438784,215462
438785,214213
438791,207105
438790,217698
438788,80747
438787,56995
438793,207048
438786,206211
438792,207113
438789,206208
438801,206223
438803,215559
438802,206215
438796,207133
438794,206203
438798,57930
438799,215569
438800,206206
438795,207080
438797,15628
438806,206211
438813,207048
438812,215462
438807,206208
438811,80747
438804,56995
438805,207113
438809,207105
438808,217698
438810,214213
438817,206223
438823,206203
438822,57930
438820,206206
438814,207080
438819,15628
438815,215559
438821,207133
438816,215569
438818,206215
438824,214213
438830,217698
438827,207080
438828,207048
438829,57930
438825,56995
438826,207105
438833,215462
438832,80747
438831,207113
438837,215559
438834,207133
438835,206206
438836,206203
438838,206211
438839,207113
438840,80747
438841,206215
438842,206208
438843,15628
438847,215569
438844,207105
438851,207080
438849,206223
438852,217698
438850,57930
438846,56995
438845,207048
438853,214213
438848,215462
441789,43878
441792,43875
441794,57518
441795,15824
441796,57517
441797,15408
441790,8825
441791,43943
441793,253
441799,57532
441800,43922
441803,56230
441804,57519
441805,57504
441806,337
441802,57526
441801,15746
441798,15408
441807,57512
441809,15824
441812,43878
441813,57519
441814,15825
441815,43875
441811,8825
441810,57518
441808,57517
441816,57517
441817,9567
441818,43943
441819,43875
441820,253
441821,15408
441822,43922
441823,337
441824,57527
441833,56230
441825,57504
441826,15824
441827,8825
441830,57519
441832,15821
441831,15746
441828,57526
441829,43878
441839,57518
441836,57532
441837,43922
441838,43943
441840,43875
441841,9567
441834,15821
441842,15825
441835,253
441848,15824
441844,337
441845,57527
441850,8825
441851,15408
441849,57526
441846,43878
441843,57519
441847,57517
441852,43875
441858,56230
441860,253
441853,15746
441854,57512
441855,15821
441856,9567
441857,8825
441859,43943
441867,337
441861,15825
441865,57504
441866,43943
441868,57517
441869,43878
441862,43922
441864,57519
441863,15408
441878,15821
441871,15824
441872,43875
441874,15746
441875,57526
441876,57532
441870,8825
441882,43878
441879,253
441885,43875
441886,43943
441887,15408
441884,56230
441881,57527
441883,43922
441880,337
441893,15821
441888,15824
441889,57518
441890,9567
441892,57504
441895,15825
441891,43875
441896,43878
441894,8825
441905,337
441898,57526
441901,57512
441902,57519
441904,15746
441900,43943
441899,15408
441903,253
441911,56230
441907,15825
441908,43878
441909,15821
441912,9567
441914,57517
441906,15824
441913,8825
441910,57532
441920,43878
441919,15746
441921,15824
441922,56230
441923,57504
441916,57519
441917,253
441918,57526
441915,43943
441930,57512
441924,15821
441929,57532
441925,8825
441926,57517
441927,57518
441928,9567
441931,15408
441932,43922
441933,43922
441934,57532
441935,57526
441936,337
441938,43878
441940,15824
441941,8825
441939,43943
441937,253
441943,57517
441946,15408
441947,57527
441948,9567
441950,15746
441945,56230
441942,15821
441949,15825
441897,57532
441954,43878
441951,57526
441952,15824
441953,57504
441956,57515
441958,57539
441955,8825
441959,253
441957,43922
441960,15746
441962,57512
441964,43943
441966,43922
441967,337
441968,15408
441963,57527
441965,57518
441961,15821
441944,15825
441971,253
441970,43922
441972,56230
441975,15824
441976,57519
441977,9567
441969,43878
441973,8825
441974,57526
441984,15408
441979,15825
441980,57504
441981,253
441985,57512
441986,57539
441983,57515
441982,43943
441978,57517
441990,57527
441991,337
441994,8825
441995,57518
441993,57532
441993,15824
441987,9567
441989,57517
441992,15821
441988,15746
441996,15824
441997,57526
441998,253
442000,57515
442001,57519
442003,43878
442004,43922
441999,43943
442002,56230
442006,57519
442009,337
442010,43878
442012,57539
442013,57504
442005,8825
442007,15821
442011,15746
442008,15408
442015,57518
442014,57512
442018,15825
442019,57517
442020,56230
442021,57527
442022,9567
442016,253
442017,43943
442024,15821
442025,57526
442026,9567
442027,57532
442029,8825
442023,253
442028,57515
442030,43878
442031,15824
442036,57504
442032,57519
442033,15408
442034,43922
442037,57539
442040,57517
442039,56230
442038,58466
442035,15746
442042,43943
442041,57518
442045,57526
442046,57532
442047,43878
442049,337
442044,8825
442043,9567
442048,253
442056,15825
442051,57539
442054,57515
442055,57512
442058,56230
442050,15824
442057,57519
442052,15408
442053,15821
442064,43943
442059,8825
442061,57517
442062,57532
442065,57539
442066,43878
442060,9567
442063,43922
442067,15746
442069,253
442068,57539
442073,57527
442075,57519
442076,57504
442070,57515
442074,15821
442071,57526
442072,15824
442084,337
442078,8825
442080,57519
442083,9567
442085,15408
442077,43943
442082,57518
442081,15746
442079,43922
442086,15821
442087,43878
442088,57526
442089,57532
442090,57517
442091,57539
442092,15825
442093,56230
442094,15408
442710,43926
442711,57092
442712,57088
442714,57073
442707,43918
442708,57042
442709,9374
442715,1049
442713,15548
442719,15548
442721,57054
442720,57039
442722,57065
442716,57068
442718,57063
442724,57087
442717,43886
442723,15545
442727,57073
442730,1049
442731,43918
442733,57092
442725,64829
442728,64781
442732,43926
442726,57042
442729,57088
442737,43886
442741,57063
442735,57042
442738,57068
442734,57087
442736,57054
442740,15545
442739,1049
442742,57092
442747,9374
442751,15548
442749,25786
442744,64781
442743,57039
442748,57065
442750,64829
442746,43918
442745,43926
442753,15545
442755,57068
442760,57039
442754,9374
442752,57054
442759,57063
442756,25786
442758,57042
442757,57092
442767,57092
442763,64781
442762,43926
442768,43918
442761,57088
442765,64829
442766,57087
442764,1049
442769,43886
442774,25786
442770,15548
442777,57063
442772,57039
442773,9374
442776,57065
442775,15545
442778,43926
442779,43918
442787,57088
442784,43886
442781,64829
442782,64781
442783,1049
442786,57054
442780,57087
442785,57042
442788,57073
442795,43926
442793,57065
442794,15548
442789,57063
442790,57039
442792,9374
442796,57068
442804,43886
442798,57088
442803,25786
442802,15545
442799,64829
442800,64781
442805,1049
442797,57092
442801,9374
442809,57063
442813,57042
442806,57039
442807,57087
442808,57068
442810,57054
442814,25786
442811,43926
442821,43926
442815,15545
442822,15548
442819,43918
442816,57073
442817,40158
442818,57065
442823,43886
442820,57092
442771,57054
442832,57063
442830,9374
442826,43886
442824,57088
442825,1049
442827,57039
442831,64781
442829,64829
442828,57042
442791,43918
442812,57073
442836,25786
442841,9374
442839,15548
442837,43926
442833,57068
442835,57087
442840,15545
442838,57065
442834,57092
442843,43886
442842,57073
442850,43918
442846,15545
442844,57088
442845,64781
442847,1049
442848,64829
442849,57042
442851,57092
442852,15548
442853,57039
442854,57063
442855,43926
442856,43886
442857,9374
442858,57054
442859,25786
442864,64781
442861,43918
442868,57088
442865,57065
442862,57068
442863,57087
442867,57073
442860,64829
442866,15548
442875,57039
442873,25786
442874,57042
442872,57063
442869,15545
442870,1049
442877,57073
442871,57054
442876,9374
442883,43886
442886,57054
442880,57068
442878,15548
442882,57088
442885,57065
442879,57087
442884,57042
442881,43926
442893,57063
442895,57042
442894,43918
442887,15545
442888,25786
442889,64781
442890,64829
442891,57065
442892,57092
442899,9374
442900,57073
442897,15548
442901,57039
442896,43926
442898,1049
442904,57087
442903,15545
442902,43886
442907,64781
442906,57042
442912,15548
442913,43918
442905,57068
442908,57054
442909,57063
442911,57088
442910,57073
442914,43886
442921,1049
442915,57039
442917,57073
442916,57092
442918,25786
442920,57065
442922,43926
442919,15548
442926,43886
442924,57054
442931,25786
442929,57042
442923,57087
442925,64829
442930,9374
442928,15545
442927,43918
442935,1049
442934,57073
442937,43926
442938,9374
442932,57088
442933,64781
442939,57063
442940,57092
442936,57068
442948,57042
442944,57092
442947,57039
442943,15548
442941,57054
442942,57065
442945,57088
442949,1049
442946,43926
442954,57088
442956,43918
442955,64829
442957,15545
442952,43886
442953,57087
442958,57092
442950,25786
442951,15548
442963,57087
442966,57042
442967,57068
442959,57063
442961,57039
442965,57054
442971,1049
442969,57042
442974,43926
442968,64781
442972,15545
442976,57065
442975,43886
442970,9374
442973,43918
442962,64781
442960,9374
442964,57073
442980,1049
442983,57042
442979,25786
442977,57068
442978,64829
442984,57039
442985,57073
442981,57088
442982,57092
442989,64781
442992,57073
442986,15548
442987,57063
442988,43886
442993,9374
442991,43926
442998,43926
443002,15548
442995,57065
442996,57092
442997,25786
442999,57088
443000,57068
443001,43918
443003,15545
442990,43886
442994,57063
443004,1049
443005,57087
443006,9374
443007,64829
443008,57073
443009,57092
443010,57042
443011,57039
443012,57054